92	21	37
15	6	28
121	16	11
22	19	109
128	7	79
44	5	121
88	15	79
103	6	122
61	9	54
22	3	11
102	5	27
3	3	87
98	4	0
116	3	89
132	2	51
49	17	34
60	3	56
13	17	114
91	3	64
112	4	34
21	14	20
121	0	131
43	3	56
40	5	74
23	2	70
44	15	118
29	7	108
50	10	85
113	3	108
109	3	28
78	16	56
40	13	4
12	17	58
45	19	103
33	10	4
72	6	73
82	3	90
32	2	14
29	4	131
97	3	117
11	7	0
10	14	124
91	5	101
70	14	47
29	10	108
7	6	120
75	7	108
97	12	109
10	21	15
79	19	105
58	12	46
105	3	11
26	3	98
6	5	17
53	2	116
81	8	84
10	15	33
51	2	30
128	9	16
43	2	110
46	14	26
90	12	10
95	16	3
100	2	120
74	5	102
87	2	103
36	6	37
34	26	40
46	14	100
23	19	103
73	14	21
31	19	17
13	3	58
106	6	13
44	19	107
5	2	79
89	3	32
90	7	32
96	12	95
113	1	103
87	6	34
39	33	6
103	3	77
32	19	119
23	3	3
103	3	21
37	5	70
40	3	1
87	6	81
24	19	126
73	6	16
53	3	50
100	12	52
57	16	8
7	3	15
50	22	38
91	3	63
27	17	17
103	6	78
62	5	67
83	18	110
8	14	45
90	12	34
77	17	94
8	5	48
95	26	53
95	3	120
40	12	72
50	8	96
70	20	130
37	6	6
49	15	126
43	3	8
105	32	80
24	12	108
27	5	30
75	6	77
52	1	124
43	3	51
97	13	108
70	3	114
84	12	70
45	14	26
39	3	9
83	2	94
21	19	29
34	10	33
58	1	37
13	4	66
19	0	26
53	17	103
75	3	13
80	1	85
40	6	109
7	0	130
20	0	9
38	15	125
97	3	53
13	16	120
111	5	10
0	3	105
77	0	132
113	22	19
71	9	33
79	3	13
121	12	28
120	0	13
37	0	14
4	3	25
73	14	53
96	15	64
43	3	1
97	3	13
77	28	11
17	19	110
91	12	84
51	4	50
57	0	86
102	5	34
127	2	15
92	5	29
111	24	37
87	1	58
95	15	128
98	14	108
51	32	88
64	12	56
87	23	29
101	14	129
100	0	0
15	2	54
61	14	28
84	3	19
47	6	120
38	5	131
51	32	71
0	5	115
92	3	26
3	2	50
122	5	81
58	6	2
132	3	43
63	14	0
111	10	65
63	14	30
64	19	7
119	32	128
57	26	67
91	8	2
62	10	91
55	5	130
83	19	20
85	6	12
73	6	105
27	3	81
0	6	74
27	3	62
1	7	103
77	2	126
39	17	47
69	2	107
12	4	2
129	16	69
37	6	30
0	3	15
102	3	8
106	3	90
70	32	77
89	14	87
22	31	35
4	12	67
127	3	58
51	16	6
123	12	18
131	12	130
132	19	55
2	17	71
110	9	99
6	30	79
57	16	42
62	26	130
129	16	19
15	16	129
100	6	122
97	2	29
79	2	101
27	15	10
48	14	18
71	16	18
19	6	73
13	22	58
64	25	35
45	2	108
59	6	100
39	5	67
78	3	100
102	19	46
2	24	99
72	4	91
77	17	47
78	5	15
77	4	27
109	2	49
10	34	87
41	17	103
125	5	24
109	5	16
109	5	63
65	34	52
18	3	90
130	21	29
84	13	116
71	17	28
94	14	57
107	6	96
3	5	23
130	2	89
90	6	56
22	7	0
17	12	28
28	3	52
14	3	123
132	2	14
20	15	62
8	33	15
58	3	59
43	33	79
10	7	123
77	28	27
83	5	48
0	10	97
93	3	29
61	12	58
2	33	105
41	8	110
87	6	38
76	0	131
14	6	63
10	2	92
12	3	14
45	3	85
28	9	119
92	10	48
116	19	90
70	3	132
85	2	60
90	2	33
4	1	90
120	19	62
14	4	29
128	12	67
120	32	86
58	6	63
57	0	126
60	4	98
83	3	103
24	2	67
58	3	49
129	10	52
24	7	90
122	21	122
74	3	26
57	2	100
118	17	21
25	8	111
131	19	91
119	19	95
10	5	128
91	7	89
114	2	70
88	3	100
131	19	0
79	15	96
70	7	123
106	15	114
37	18	29
127	5	12
99	30	32
77	17	119
4	19	4
65	34	106
91	7	59
96	13	73
7	6	32
17	5	88
114	30	94
118	17	69
111	4	99
96	3	128
15	6	40
79	3	4
67	19	7
49	30	124
29	3	80
2	32	74
103	5	4
105	21	66
83	19	106
70	29	77
121	0	132
87	3	107
109	17	71
99	12	130
22	41	43
100	15	40
89	5	15
5	41	26
104	12	131
131	6	37
39	0	131
14	30	58
76	20	123
112	34	19
38	4	9
8	34	64
18	15	14
2	9	6
109	3	14
86	17	1
89	6	25
10	7	11
14	3	30
20	38	54
2	5	66
58	10	63
50	12	77
49	2	130
38	28	66
99	26	10
66	7	106
56	0	63
34	19	73
72	32	77
11	12	81
4	19	35
119	2	63
13	13	73
22	0	85
50	3	32
99	6	17
43	6	58
15	19	65
0	2	32
60	12	11
61	3	90
74	5	120
48	3	98
102	2	73
110	10	132
27	2	64
118	0	84
17	16	6
14	12	129
29	15	63
29	3	74
129	41	81
40	6	45
41	14	85
70	20	8
118	4	33
68	6	4
89	6	132
25	7	85
14	0	27
40	2	107
34	6	86
51	5	91
13	1	40
96	3	132
40	0	86
47	2	101
8	19	0
30	3	31
107	14	58
100	12	44
73	3	72
6	19	37
71	5	115
122	19	29
8	16	47
125	3	46
84	10	96
58	12	32
47	8	2
115	14	1
58	3	0
54	12	84
93	6	7
57	3	53
78	3	109
15	17	85
73	4	23
84	6	107
40	4	110
19	2	81
50	12	34
77	19	0
37	16	112
11	14	20
89	6	99
26	16	118
84	12	84
114	1	90
59	2	49
107	7	40
17	5	77
83	12	90
100	6	35
66	7	27
73	15	30
67	5	15
39	6	100
61	32	45
92	5	86
62	6	106
120	3	67
120	19	16
96	10	28
75	33	92
37	2	36
22	19	15
103	3	91
20	11	1
31	19	46
28	12	124
76	30	14
110	3	14
64	17	14
40	34	118
95	14	54
44	3	41
128	6	85
78	19	73
5	7	0
125	3	67
7	6	79
86	2	93
29	7	127
68	6	105
48	19	43
49	22	84
54	5	125
0	6	49
103	3	111
8	10	41
118	4	47
59	7	73
123	19	0
11	6	28
53	5	69
52	12	40
76	30	75
132	7	59
62	3	3
13	22	99
93	14	54
84	15	33
80	9	35
105	14	116
4	0	84
92	3	80
132	7	9
107	16	98
22	3	58
29	1	77
63	7	129
29	1	130
88	1	100
87	17	87
90	5	63
39	33	3
50	7	63
52	15	60
2	2	107
132	12	67
91	7	68
65	0	59
54	10	31
128	7	123
106	6	95
77	17	3
91	3	0
54	0	70
35	5	75
106	3	100
107	9	82
43	2	13
22	3	28
30	3	82
30	2	69
45	10	66
80	6	96
49	3	34
42	23	73
40	2	44
69	3	13
29	3	25
55	33	17
1	3	67
32	5	96
84	4	59
7	8	54
67	32	95
63	0	118
46	10	70
44	3	92
105	3	127
84	8	9
122	6	85
45	16	94
122	7	84
40	2	46
52	17	24
70	14	125
55	5	66
28	6	110
100	13	93
28	2	36
76	4	42
43	33	44
72	15	68
88	16	53
72	12	3
27	36	36
131	16	81
130	15	5
76	2	60
47	4	103
66	2	1
43	19	42
115	17	105
61	1	40
63	7	34
71	12	87
52	10	70
37	13	73
100	15	106
73	1	96
32	3	64
49	12	50
88	16	130
132	26	57
0	6	98
128	9	128
82	3	14
130	0	0
98	19	90
68	7	90
6	3	85
104	1	14
93	5	117
105	26	120
14	3	41
53	2	14
66	3	99
10	14	75
65	39	23
79	6	47
21	2	107
2	9	40
85	24	13
112	3	11
79	5	11
91	0	14
96	34	42
19	3	3
45	16	37
124	5	10
26	0	2
13	3	120
39	9	71
28	12	102
90	6	70
82	6	87
32	19	49
131	12	28
105	7	19
4	5	68
118	17	126
44	19	111
24	19	117
124	10	92
92	5	45
21	12	3
20	30	102
81	6	28
97	12	11
29	12	24
124	3	18
107	6	108
90	12	19
115	15	91
70	12	3
37	3	110
16	10	125
64	19	50
24	16	131
84	6	42
108	8	37
32	2	38
5	2	97
76	30	16
29	13	122
15	7	117
63	14	64
128	35	20
82	3	99
59	7	37
2	12	131
27	4	50
111	15	35
123	23	103
60	4	23
19	12	18
64	14	54
17	3	129
115	3	91
23	39	41
58	3	51
57	16	89
44	3	130
126	5	63
37	16	73
39	17	38
47	15	53
7	3	93
105	23	100
97	3	9
76	30	127
98	4	34
4	2	55
128	4	25
73	6	115
114	4	37
40	10	43
32	6	73
88	2	73
15	16	131
115	7	99
58	10	43
35	2	131
84	33	74
103	3	69
110	3	28
22	10	79
52	6	123
44	4	40
54	10	65
8	15	27
78	15	20
119	2	30
97	5	25
122	33	132
40	4	121
132	2	34
50	2	107
99	6	2
0	17	15
90	15	72
70	7	52
50	4	23
116	17	99
110	2	98
40	32	60
8	4	84
123	5	15
12	12	90
111	25	35
88	10	119
48	3	130
48	7	132
76	22	98
40	3	73
28	12	94
10	21	116
99	5	105
119	19	38
121	5	11
116	3	122
95	12	28
58	15	19
58	32	13
38	3	103
0	19	50
59	3	14
93	8	110
34	14	58
14	16	18
29	6	33
7	16	25
122	1	70
120	0	53
57	0	75
41	19	69
100	12	54
44	2	75
92	14	87
77	28	65
76	22	39
93	9	35
55	2	31
23	15	115
65	34	10
58	5	105
34	0	37
123	2	128
116	3	28
68	1	28
111	13	7
70	3	76
18	20	40
115	14	103
85	3	101
92	19	89
6	6	47
103	21	103
33	26	120
73	7	86
50	6	122
34	15	65
30	2	125
4	15	0
31	19	20
66	10	115
90	3	123
37	3	125
97	15	13
104	6	29
19	2	14
89	3	8
29	6	92
52	22	112
45	0	109
121	6	100
111	27	127
78	0	86
34	23	103
77	17	45
16	0	12
59	6	73
92	19	17
20	29	39
129	16	122
87	4	40
110	32	49
83	3	100
103	10	95
11	1	84
89	12	132
79	5	7
49	8	61
31	3	56
97	5	8
120	0	31
28	19	84
50	16	81
40	5	30
46	17	87
38	15	121
42	12	50
48	3	43
100	8	90
122	2	57
48	5	35
55	15	24
98	2	32
107	2	107
105	19	12
50	3	7
29	12	1
34	6	56
44	5	111
12	4	90
127	2	106
0	4	120
93	2	104
40	3	116
89	2	44
17	19	115
79	8	110
129	15	30
40	3	31
75	3	90
7	3	132
12	19	73
108	3	43
125	5	61
92	3	72
99	2	78
65	0	90
53	21	7
11	2	61
70	3	128
1	17	96
72	4	100
83	6	96
103	8	82
29	7	114
107	12	50
77	17	33
132	17	43
42	6	58
32	2	89
80	2	22
105	6	100
115	7	119
127	12	87
66	33	30
101	10	91
48	14	40
31	5	123
29	22	90
63	17	89
61	32	26
118	30	71
92	24	123
108	6	69
35	5	105
69	19	40
90	3	13
130	6	13
39	3	119
109	28	90
50	15	46
100	13	122
80	12	117
105	18	32
16	17	22
125	3	104
77	5	75
77	0	108
77	17	23
90	3	92
84	3	128
10	4	29
132	19	5
111	23	110
81	10	79
105	2	101
127	6	77
26	16	57
111	10	60
59	4	22
66	2	84
44	3	78
108	2	124
29	10	93
72	0	128
118	17	60
40	1	131
24	3	12
24	3	126
11	1	58
38	24	72
3	0	104
26	28	105
67	1	84
13	29	16
90	2	28
6	3	28
67	17	102
30	19	27
128	29	82
120	0	45
103	1	49
70	3	2
131	6	47
8	2	14
50	3	36
43	2	34
23	2	39
108	10	59
55	2	13
91	2	61
21	5	44
58	6	34
13	6	37
115	3	46
122	22	72
37	3	45
123	4	11
109	24	72
101	13	50
6	15	70
104	15	67
96	17	29
108	3	13
24	18	90
38	19	90
79	12	9
91	7	3
128	7	37
129	3	29
64	4	78
48	7	41
39	29	75
16	3	120
115	7	111
69	10	115
77	28	77
10	6	0
36	22	1
88	17	97
108	1	37
29	6	51
32	3	19
103	3	104
92	5	42
11	7	58
122	7	0
79	19	126
106	3	108
15	21	40
122	22	81
86	6	68
64	3	79
79	14	129
77	28	67
43	20	50
44	5	61
91	6	29
29	12	124
56	5	35
114	2	49
122	5	11
93	15	109
15	19	70
10	7	83
112	0	17
28	33	24
131	2	8
17	3	109
112	5	18
131	5	110
30	19	71
59	3	96
31	19	106
14	6	54
57	7	103
51	10	92
91	3	95
19	32	64
81	18	40
96	28	70
4	7	7
43	3	12
48	14	119
93	2	106
76	30	55
45	0	57
88	3	108
5	15	72
57	10	80
28	6	74
73	21	29
65	19	37
22	3	14
29	3	17
87	3	51
130	5	30
120	4	111
64	26	3
21	0	47
7	4	29
50	12	127
59	5	43
28	6	109
129	36	127
98	16	53
118	6	87
112	2	95
41	33	48
131	0	71
20	10	77
27	16	66
130	7	29
39	9	70
114	5	17
87	3	37
10	3	18
3	5	63
42	0	37
103	12	25
104	32	67
14	2	36
63	6	103
32	3	53
40	4	124
92	6	40
5	4	34
40	7	110
77	33	73
84	6	5
48	23	84
130	2	36
76	3	53
50	7	115
79	6	39
3	3	34
40	0	7
97	19	107
122	32	42
15	7	8
24	15	27
39	12	3
29	6	22
107	0	85
66	7	12
104	32	78
2	15	128
122	14	28
117	10	125
87	3	5
111	0	131
123	6	119
52	10	15
3	14	45
102	6	37
53	24	66
87	3	87
2	9	131
76	10	41
121	10	115
60	6	84
78	6	40
18	1	58
112	34	29
66	8	61
112	15	22
69	3	58
44	17	34
62	26	68
45	17	50
25	3	56
30	12	56
97	3	57
131	19	73
74	3	57
53	3	99
24	19	118
103	8	14
54	0	32
8	6	85
100	10	125
16	10	22
55	2	106
13	3	81
128	6	84
85	14	100
45	16	4
90	6	80
28	6	59
125	19	66
28	13	116
36	12	53
7	15	58
37	7	85
116	32	60
84	12	124
131	15	71
58	12	48
62	26	63
57	16	32
103	4	118
40	2	78
78	6	37
55	19	103
69	7	100
35	24	13
117	6	40
14	10	4
68	12	117
103	1	48
66	19	20
64	3	81
39	28	114
21	10	70
96	2	46
91	5	45
0	8	94
125	22	118
90	6	76
2	6	108
51	9	117
51	6	73
15	15	126
52	22	120
89	3	112
26	3	108
13	19	73
4	3	101
15	14	25
47	3	109
64	7	50
26	2	21
21	6	106
35	5	117
61	12	67
37	0	57
59	32	39
0	18	29
44	2	61
82	7	84
65	3	103
41	19	6
19	2	1
44	10	115
124	3	96
117	2	95
18	18	40
0	15	109
74	19	115
56	0	17
24	5	13
13	3	14
128	3	113
118	3	50
85	4	90
73	8	101
95	12	131
29	2	126
77	2	40
50	8	89
73	32	38
3	3	90
20	2	98
34	3	90
33	3	85
131	12	53
105	3	101
33	0	84
0	3	104
14	3	83
27	10	100
37	16	132
119	5	24
3	3	109
84	2	46
54	10	82
131	3	84
40	3	114
95	3	85
75	18	103
51	32	113
50	12	21
85	3	8
91	7	88
76	15	18
20	0	76
40	13	83
87	3	32
82	19	23
15	14	3
10	5	34
66	5	27
52	19	73
108	6	71
60	15	116
40	1	81
11	12	28
28	13	113
32	19	36
18	2	15
100	21	37
102	6	103
32	7	50
78	17	74
113	6	108
65	15	85
22	3	75
62	6	47
45	19	40
22	7	85
14	1	14
15	3	12
54	12	96
43	2	118
59	15	91
29	8	108
86	17	83
24	32	42
58	10	90
87	19	7
55	4	7
104	10	99
39	17	20
20	19	29
99	0	28
39	17	54
108	6	126
55	12	120
132	16	6
18	0	90
37	1	45
14	12	23
87	3	102
89	12	53
54	4	0
38	7	84
15	2	6
56	5	60
8	10	15
110	15	84
39	33	89
15	3	36
95	2	36
28	12	39
108	2	2
121	3	50
82	13	103
57	3	50
4	7	108
41	3	28
38	3	50
105	18	26
9	12	85
77	28	75
74	4	50
3	15	62
23	0	40
41	4	50
115	7	67
77	15	125
94	3	28
100	3	61
34	6	4
43	15	14
117	12	130
129	12	109
79	3	71
96	12	48
103	7	51
14	3	5
0	1	23
89	13	73
119	7	96
58	12	116
28	3	80
0	6	3
18	2	126
40	7	77
14	12	77
7	3	40
47	2	1
33	3	108
1	16	3
69	10	35
54	34	95
117	17	14
65	15	63
64	10	82
127	5	81
93	31	125
65	12	67
12	15	53
0	12	87
73	14	46
17	12	14
45	5	130
72	1	47
75	26	111
31	19	89
40	12	107
117	4	84
52	22	126
80	6	73
125	12	117
67	5	81
28	12	79
92	3	81
19	0	115
12	0	122
50	12	118
41	19	124
42	3	89
71	12	108
90	3	10
82	26	117
80	5	63
25	23	0
41	16	18
13	1	130
70	14	6
79	6	103
30	3	12
11	2	31
87	30	58
27	10	76
28	3	64
43	28	70
116	17	115
26	15	93
77	17	54
77	10	22
66	7	34
7	6	36
2	9	32
70	7	102
9	4	40
29	12	52
36	1	100
128	0	0
5	26	30
74	3	131
7	16	47
91	19	65
111	27	43
95	4	39
95	17	71
17	9	83
8	7	90
19	12	12
104	5	132
114	9	35
58	10	111
64	13	58
84	3	48
4	5	102
27	3	131
117	17	32
96	7	73
121	10	51
39	28	82
84	1	122
9	7	0
32	12	117
79	2	9
17	3	4
30	3	17
68	3	99
69	39	25
118	6	96
89	3	27
10	18	73
79	2	103
53	4	0
12	3	120
58	5	132
39	33	126
103	2	68
5	3	67
76	14	100
119	18	73
128	7	52
89	16	130
115	12	14
30	2	120
82	2	132
125	2	125
44	2	78
50	24	13
96	6	75
24	10	91
40	12	25
111	32	105
114	30	14
15	19	8
16	32	80
66	6	87
118	3	87
37	6	132
12	8	110
60	15	17
38	16	3
130	10	22
106	6	63
79	5	75
68	3	3
80	3	28
42	30	132
31	19	101
50	6	124
31	5	49
98	34	118
121	19	29
40	1	38
112	3	14
1	5	115
58	6	42
57	16	2
127	3	29
90	8	108
83	41	129
38	2	107
7	2	117
37	6	116
17	0	40
128	3	42
110	16	98
118	10	115
51	0	56
92	6	96
126	14	26
7	6	91
13	3	27
32	19	58
40	4	73
76	6	5
8	7	85
73	3	40
36	17	22
51	6	0
15	7	101
77	33	94
89	19	40
81	32	42
94	3	96
61	15	131
27	16	93
28	12	2
84	6	57
46	5	24
15	10	22
40	13	124
90	8	47
8	2	81
107	5	31
11	17	102
69	1	87
100	6	88
12	9	82
69	1	29
87	6	114
106	2	30
92	3	79
96	6	128
39	28	69
110	3	100
18	32	123
16	2	79
66	3	1
15	3	10
131	3	6
84	0	85
40	12	38
27	5	98
100	12	64
54	16	59
105	19	33
85	12	125
19	37	16
21	2	86
65	0	28
102	5	101
52	2	9
32	5	88
29	5	91
96	28	71
29	8	68
103	6	81
105	14	18
90	15	129
112	2	56
45	2	49
84	19	103
68	17	108
43	2	15
88	0	39
18	24	28
93	3	75
29	12	4
20	10	104
8	3	75
43	6	0
113	3	87
126	6	39
115	14	113
28	6	114
74	5	6
49	19	0
127	3	84
87	6	79
114	30	71
29	10	89
77	33	121
5	3	85
14	3	45
76	30	89
50	7	10
107	7	96
0	16	16
66	3	67
50	3	30
132	3	124
55	12	117
102	2	3
72	6	7
15	7	59
128	7	46
37	6	55
100	3	57
66	7	22
50	5	104
103	12	8
118	17	8
64	19	37
20	5	6
11	2	2
87	6	91
119	13	7
118	5	115
100	6	123
81	22	85
89	3	116
53	14	108
111	3	103
48	7	4
0	25	35
7	0	65
46	3	40
46	4	16
99	0	70
17	10	48
68	21	40
5	3	96
6	24	124
21	0	77
51	5	31
5	12	9
88	19	90
100	10	55
45	12	58
120	3	90
119	10	70
129	16	4
40	6	33
66	3	112
83	19	83
7	6	71
58	3	16
70	14	77
86	33	91
33	7	28
41	5	117
93	3	50
12	34	39
59	6	40
122	7	14
92	3	30
74	5	51
129	10	32
35	20	58
35	4	103
65	0	116
66	14	106
129	19	40
103	22	87
121	5	30
83	12	53
31	1	85
82	6	0
29	2	1
80	16	109
73	2	32
64	4	23
64	4	54
48	7	101
116	8	51
79	3	32
47	16	20
83	23	103
106	5	63
108	12	63
99	6	3
74	15	85
22	19	13
87	6	76
84	12	92
49	1	103
87	5	66
120	5	56
99	6	110
50	21	50
59	13	122
76	30	69
82	8	51
131	17	43
102	22	100
19	16	75
15	3	82
91	2	5
10	14	67
102	12	96
65	0	130
85	6	111
102	0	73
58	15	78
19	0	53
18	2	97
30	7	7
7	16	42
130	1	85
60	16	11
85	3	24
50	6	49
42	24	123
36	3	53
104	10	48
39	15	15
118	17	36
110	24	80
127	39	2
25	12	50
74	2	49
76	3	14
28	2	7
11	3	56
32	3	10
35	6	40
9	6	47
116	19	73
105	21	88
123	4	12
71	3	3
99	3	67
112	6	50
102	5	49
71	3	94
96	4	7
52	1	1
29	12	82
5	5	61
103	12	46
56	5	102
96	3	92
131	0	16
103	6	71
58	12	51
43	15	9
87	12	4
17	3	132
128	3	11
52	4	107
104	16	18
3	0	93
57	16	76
13	7	58
28	3	121
53	5	114
4	12	120
16	2	107
128	2	107
0	12	120
96	3	63
128	9	54
0	1	82
2	4	0
43	3	105
81	19	0
128	4	94
49	37	21
110	9	72
86	17	64
96	12	88
87	4	0
70	20	60
3	19	90
11	19	37
50	2	46
40	12	32
77	17	72
50	1	63
128	7	99
37	6	13
102	15	103
103	3	121
10	7	44
28	2	63
106	3	103
97	19	41
23	16	12
76	13	29
103	8	105
6	2	67
28	10	67
40	2	8
51	6	90
24	3	98
111	3	29
84	7	68
46	3	87
18	6	39
7	10	115
56	11	21
71	3	104
40	12	0
122	4	14
43	3	120
63	7	4
95	15	39
77	0	50
34	6	17
74	14	28
41	2	113
35	10	79
42	4	100
57	2	15
129	10	109
27	0	124
56	0	50
61	6	47
86	3	40
90	6	122
39	23	43
50	1	98
121	7	84
10	10	116
109	5	106
97	7	50
28	3	15
95	4	12
75	15	96
19	6	106
27	16	82
132	7	38
132	3	55
7	6	56
37	16	92
106	6	74
126	15	19
18	6	100
25	5	17
131	3	14
107	6	128
40	3	5
38	3	75
56	0	130
17	7	85
67	2	12
131	5	106
80	16	18
75	36	129
100	10	110
116	3	14
37	6	41
74	14	20
64	4	41
115	12	96
36	7	73
44	28	29
111	32	21
14	15	40
132	12	6
12	19	123
113	22	37
11	3	90
67	15	120
34	10	4
