1930	13	814
2348	1	310
1595	1	1599
2351	6	540
2342	3	669
339	2	2361
1677	25	49
1777	4	2454
1885	32	851
2256	1	1586
176	6	2037
2282	14	2037
2277	6	533
675	3	2440
1733	1	1424
1296	0	89
612	1	1599
2590	0	2438
597	7	1489
1394	0	516
1917	26	2651
2680	2	2361
670	21	1591
2614	31	1506
387	21	1591
1677	7	324
1434	2	2361
2482	6	2124
1018	2	315
709	1	1489
1110	1	324
1999	14	538
2256	1	591
1057	11	898
110	4	1805
612	1	310
605	11	998
2114	0	1851
1218	1	1553
597	7	591
2348	14	49
2018	13	1535
2059	14	538
1904	0	90
739	1	1489
2032	6	2450
876	8	2136
945	1	1599
2402	6	2450
1501	6	2037
2336	1	1232
2043	11	1097
2574	0	638
729	1	591
31	1	2485
2078	3	1628
32	3	648
2459	1	591
590	0	1419
1711	16	1586
1291	1	310
1562	29	1546
739	3	1774
2114	2	334
2104	0	2027
2417	1	1553
144	0	1043
2000	3	1922
313	1	310
597	40	2136
1709	1	591
1404	21	1591
713	1	591
1537	1	310
1417	0	1397
1225	2	334
783	13	342
746	0	1043
1549	0	1851
1632	6	2450
607	6	2124
2473	1	1599
1907	1	324
856	11	1103
1629	7	1586
2258	20	1655
1434	2	315
308	1	324
1824	13	269
2590	0	1419
446	16	310
951	2	2361
407	1	591
1465	14	2520
1447	14	2124
1459	14	2520
2465	38	2102
2432	16	1599
2236	0	89
1410	0	89
1326	4	2454
1352	14	2124
2405	1	2283
551	2	334
2256	1	1553
2084	13	359
1780	3	669
109	13	269
2089	2	2361
1061	14	538
2339	13	342
1061	1	310
2595	23	555
610	0	1397
2401	1	324
44	6	2037
2017	1	1489
1980	1	591
237	1	1424
281	9	1262
340	1	1553
595	14	2037
856	11	1611
1061	14	1211
2376	2	623
1168	1	1553
889	15	720
2194	1	517
1563	0	1851
1501	6	538
2073	20	1642
2223	1	2283
1838	11	67
1604	32	851
1632	6	2037
2402	1	770
2339	13	351
1230	13	269
2000	0	681
2493	0	89
1447	14	2450
2339	13	374
2566	6	484
2032	6	2037
666	0	516
1404	0	523
1453	4	256
1181	1	1586
745	2	334
454	4	408
343	11	1882
514	4	408
2143	0	321
1061	1	1599
508	10	1979
1388	1	1553
2574	0	516
1772	1	324
441	10	1023
237	1	324
2402	6	2520
427	14	540
2078	3	1922
656	0	1851
766	2	315
1699	3	392
739	1	1553
1597	10	1440
2484	1	1586
2355	0	1834
1249	0	2027
1405	1	591
2000	0	735
2189	1	1599
1970	14	2520
1828	0	1851
2054	3	194
968	1	770
2094	9	433
795	13	487
1996	21	1591
2063	5	2127
77	0	1834
2345	1	2283
2418	1	1586
720	7	591
167	31	1917
2254	13	397
797	0	1851
518	21	1620
2615	2	2396
60	0	1645
1082	5	603
2063	4	1529
237	1	836
2146	1	1586
2265	9	2440
2398	14	2520
739	1	324
31	1	1424
1802	31	468
2240	15	2457
2524	14	2037
237	1	591
904	28	1501
2084	13	372
2487	0	1851
2547	14	484
550	1	310
524	19	2520
102	11	727
904	28	1941
1977	2	334
900	1	1553
2433	0	2438
1771	1	591
2336	1	1424
2521	6	540
2307	0	2153
2121	2	315
1799	19	1232
1217	6	1593
12	8	2520
2236	0	681
1603	4	410
595	14	2136
2020	13	342
1404	0	458
2121	2	637
2476	13	359
31	1	2283
1122	2	2396
428	3	1378
2336	13	351
2250	1	2242
821	6	1035
2348	1	1586
1396	14	2136
333	11	668
140	6	2520
550	6	2037
2107	1	591
893	5	2127
597	40	49
60	0	1419
879	2	334
2348	14	1243
597	40	2124
2357	6	1613
1351	15	1581
2143	0	681
2401	1	1626
2017	1	1599
887	1	2485
2032	6	2139
2236	0	1763
2679	2	2361
2032	6	2124
2236	23	175
1666	1	591
848	0	681
2304	14	1162
2348	14	749
797	0	1419
2398	14	2037
1772	1	1424
1603	11	1324
717	0	681
1125	15	720
1556	0	2153
198	1	1232
2017	1	310
1364	16	1232
33	31	569
2073	6	540
2417	1	1232
2342	14	49
575	2	334
2664	2	623
2259	2	2361
1391	1	310
2064	2	334
2305	14	533
2207	3	1164
2256	1	1424
1165	16	310
2333	1	1586
1917	15	2457
1619	1	1553
585	1	324
2444	15	597
1501	6	2136
1869	0	1367
1369	5	2221
1801	1	591
2143	0	2027
1495	14	1579
1980	1	1553
1602	8	2520
2059	14	7
670	0	567
2482	6	1144
991	1	310
951	2	315
2678	31	2527
2398	14	749
2067	19	1301
1291	1	1
1244	11	864
146	15	597
2055	0	999
809	1	836
1337	19	2450
751	16	1586
1110	3	194
774	1	324
1153	11	1104
2444	15	720
904	28	518
100	29	468
1644	31	468
1317	1	1232
756	14	2520
314	3	2186
60	0	681
586	2	2396
308	1	591
178	21	769
1677	7	591
237	1	1599
1225	2	2361
2512	10	1979
1850	7	2242
1718	0	89
1777	16	324
1426	0	601
1447	14	538
428	21	1591
2371	14	757
1391	0	1419
1249	0	2438
991	1	1553
1295	2	2361
2342	14	2520
1329	1	324
1989	6	522
176	6	749
1980	1	1424
2067	1	836
1968	2	2361
2679	0	716
1875	32	395
612	1	1553
1699	1	517
943	1	1553
1700	1	324
547	7	1232
440	4	2651
100	29	549
648	7	1669
1410	4	1529
1829	1	1553
991	1	2485
501	8	2124
2082	14	2520
1930	12	1203
253	20	174
2078	3	1629
2119	13	351
2345	1	310
2332	3	2440
2279	0	1847
2587	1	310
2000	3	669
1244	11	1434
2325	14	1214
31	1	310
2073	6	539
2673	9	351
2506	1	1599
1641	4	712
2143	0	523
1669	30	2361
2113	1	310
1352	14	2275
1085	0	681
2590	0	422
1146	1	770
2032	6	538
2667	1	2283
1671	5	2127
1443	1	1553
1110	1	1586
1141	4	410
568	15	720
705	0	2306
1442	21	1591
1409	12	1852
991	1	324
1706	2	2396
602	1	1489
466	3	648
2330	14	1614
1541	1	1232
1352	14	2257
1669	30	623
343	11	1017
2345	1	1669
146	2	637
991	1	1424
766	2	637
77	4	2651
1733	1	1553
2277	6	1152
2343	9	351
1352	2	2361
1907	1	1232
2524	14	538
749	7	310
2256	14	2136
2415	0	150
2482	6	1613
2032	6	49
308	1	1553
1400	6	2139
2170	1	1586
1942	14	2136
734	4	1479
44	0	681
2609	3	648
2017	1	1553
2079	13	2180
1602	8	2450
1699	1	1599
2430	1	1232
1501	6	2124
1329	1	1599
1439	0	172
1777	16	1553
105	13	351
2332	3	1164
1980	0	1174
105	13	374
2022	1	2283
550	1	591
2043	11	92
2348	14	2450
1141	4	247
2332	3	194
2078	13	1342
2283	30	334
900	1	310
33	14	2037
2412	1	591
2336	13	1937
2356	13	814
1733	1	324
945	1	591
100	29	1501
2402	5	2127
2417	1	591
2673	9	1918
666	0	2438
2067	19	2037
2272	1	591
1540	0	1043
4	23	175
2237	30	2361
146	2	315
2250	1	2283
1556	0	638
1391	0	681
1849	2	2361
387	0	2027
2259	2	334
2596	2	637
1391	1	591
2078	13	374
1028	2	623
1449	2	2361
597	7	2485
2017	10	2649
2332	1	324
297	1	1553
771	1	1586
766	2	334
1548	2	2361
1595	1	591
1276	3	2440
1677	7	2283
1878	1	1599
246	1	1669
2371	14	1170
588	0	1419
231	1	310
783	13	1342
1190	1	1232
2443	0	1419
2515	18	538
440	0	601
1448	15	720
100	29	17
167	31	573
2174	23	175
835	4	410
2356	13	269
2402	6	2037
1329	1	1424
717	0	2153
2574	0	681
1493	0	90
1780	3	194
2067	19	2450
1537	2	2361
648	7	324
2343	3	1677
20	0	1174
186	0	1847
1615	4	2454
2430	1	591
1677	7	1586
2593	14	2037
602	1	1553
1563	0	2123
2067	1	517
1670	1	591
1449	2	623
2067	1	1553
454	4	410
709	1	1424
1709	1	1599
1393	1	1489
2305	14	757
2339	13	372
612	1	324
964	2	637
1557	14	732
2401	1	1424
597	7	1599
964	1	591
2237	30	637
675	3	194
2345	1	1424
279	0	1851
463	6	528
1677	7	1553
1706	2	334
1604	15	720
2259	2	2396
253	0	1831
67	12	1203
550	1	1586
2121	2	2361
1604	32	1676
67	12	2285
1522	1	517
466	3	1922
1556	0	1847
771	1	591
2662	6	528
350	1	1553
2442	3	194
2473	1	310
313	1	1621
2256	14	2450
981	5	2127
1530	16	591
138	11	934
1641	4	1805
2252	1	1232
77	4	1529
2492	0	1174
1110	1	591
2623	1	1553
1733	1	310
2067	1	591
2023	31	1470
2156	30	334
1992	2	623
2492	0	1645
2349	1	310
2342	0	1847
2017	1	1232
2330	14	1179
1619	1	1586
2067	1	1599
904	0	1521
176	6	2124
1775	16	591
33	31	167
2336	13	372
198	1	591
807	6	574
35	31	1007
1921	1	1626
212	14	2520
2084	13	1937
2258	10	2265
1060	11	743
2000	0	2438
1417	10	600
1337	19	2037
1244	11	1625
2144	6	540
1340	4	1529
1699	1	1424
2144	6	2124
1829	1	324
2412	1	1586
454	4	1034
31	1	324
2413	6	2124
912	1	1424
607	6	2037
2348	14	538
2011	2	334
879	2	623
1563	0	1174
1980	1	1599
2402	1	324
387	0	1847
1146	1	1232
607	6	2139
1884	6	576
2018	13	351
2079	13	374
1711	16	1599
281	3	2186
1798	6	2520
2418	1	1553
2482	6	749
833	16	1553
2430	1	1424
2348	14	2520
2609	3	1922
176	6	547
577	4	2592
2307	0	681
2256	1	1626
783	13	487
1992	2	2361
714	2	623
2065	6	533
991	1	770
2107	1	2485
2256	14	2037
1677	7	1669
964	1	310
713	10	1917
186	0	516
590	20	84
1820	1	770
2357	6	540
1218	1	324
387	0	1496
628	4	2365
590	0	1834
279	0	1174
107	4	2478
2122	1	1599
2043	11	1082
2277	6	574
2417	1	1489
1803	3	1773
1660	4	621
550	1	324
725	24	2124
2345	1	1586
2122	1	1586
741	0	681
1989	6	2275
1858	20	1655
725	24	2139
1810	3	669
459	2	315
2333	1	1599
313	1	1424
274	1	1553
2348	1	1424
2194	1	1553
509	16	1599
1595	1	1553
1218	1	1599
2423	7	1599
1865	6	2037
1666	1	1553
1337	19	528
1232	30	334
2433	0	716
2599	33	1964
864	19	2124
597	7	310
2156	30	637
1442	21	1620
1829	1	2156
1371	11	1104
1110	1	310
1604	32	1533
655	33	1644
2349	0	2027
2113	1	2156
1110	1	1599
1812	0	1851
2402	1	591
2114	0	516
1504	0	1834
2616	4	2651
2067	1	324
2476	1	1424
2218	6	2037
1110	0	90
2444	0	1043
481	23	112
1738	2	637
607	6	2450
725	24	2450
2348	1	2242
318	4	2651
636	2	2361
2348	1	517
1632	6	1251
2342	9	342
568	15	166
281	9	1937
783	13	372
1369	5	2127
1378	18	2450
551	2	2361
739	1	1599
92	2	637
340	1	2485
2402	0	523
2405	1	1489
586	2	2361
964	1	2485
340	1	591
1395	14	1593
506	1	1489
2551	6	484
100	29	771
2402	6	2124
1829	1	310
1559	0	150
1977	19	2136
1709	1	1586
1971	1	1424
1980	1	1232
2119	13	398
2325	14	547
1709	1	1232
670	0	331
739	1	1232
2402	1	1586
666	0	681
828	14	2450
1549	1	591
2063	5	2221
2240	2	315
1666	1	324
1439	2	623
1631	2	2361
1394	0	716
1703	1	1553
850	33	1941
2415	0	2438
2067	1	1586
1021	0	89
2256	1	1489
1992	2	334
313	1	1586
1198	4	1823
2342	14	538
597	40	2037
835	4	1335
1403	14	538
2476	1	324
709	1	591
407	1	1586
2371	14	522
83	4	2365
1154	16	324
1477	4	2454
177	14	2520
2119	0	516
1061	1	1232
2277	6	528
579	0	1043
100	31	725
1775	16	1599
2017	1	591
597	7	2283
2256	14	2139
1474	0	1397
176	6	49
2063	5	603
1921	1	324
2304	14	2257
76	1	1489
214	35	637
887	1	770
1243	7	517
756	14	2136
186	0	2421
279	0	681
1812	0	1174
714	2	334
2371	14	2124
333	11	1294
2443	0	1645
146	15	2457
31	1	591
2064	2	623
781	14	2450
865	11	1305
1451	11	1071
100	31	978
2673	9	1937
2205	1	1489
1061	1	1489
848	0	1397
595	14	2124
1440	10	1631
1862	1	1553
573	2	2396
2348	1	2283
2402	0	516
1243	7	324
1454	23	112
1218	1	1489
2476	13	351
407	0	1851
1829	1	770
720	7	1586
887	1	1553
2082	14	732
2242	22	2283
2000	3	1378
560	1	310
741	0	1397
212	14	547
1700	4	2365
1484	0	1043
387	0	2438
2258	1	591
2231	15	597
514	4	410
1388	1	1626
246	1	1621
2506	1	591
2476	14	10
143	0	2523
2124	7	1232
594	0	2438
551	3	1164
1110	1	1553
340	1	1599
1644	31	1339
1116	5	1861
1700	1	2156
2067	26	1528
865	16	1599
2038	0	2438
943	1	1599
964	1	1553
550	3	194
2546	10	656
1999	14	547
2336	13	487
655	33	2303
2417	1	324
1091	1	591
576	7	517
1950	1	324
2258	10	2649
812	1	2283
343	11	1571
2527	0	2438
1855	19	2450
2476	1	591
350	1	2485
2546	0	681
1400	0	601
1699	1	310
955	0	1851
237	1	1553
253	26	1528
2348	14	2136
2119	13	433
1329	1	1232
34	33	1037
1953	0	1043
713	10	725
2433	0	1397
981	5	2221
173	15	720
1431	1	324
981	0	2438
1439	0	2153
107	4	410
660	3	1677
1699	1	1586
887	1	310
787	2	334
1410	4	2651
1670	1	1586
1146	1	310
2520	7	591
2094	9	369
1666	1	1599
546	11	243
556	3	2186
105	12	1853
427	2	623
597	7	1232
2371	14	28
597	7	1553
1548	2	2396
2067	1	1232
2305	14	2257
1942	0	1496
2348	1	1232
2398	14	538
904	28	2279
